x_des,y_des,psi_des
-2.499999959766864954e+00,1.200000077486038208e+00,1.645781737418664070e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645772888627490049e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645845742599980621e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645828189110363216e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645788762578757281e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645788762578757281e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645668141312832899e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645668141312832899e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645668141312832899e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645497243111797347e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645497243111797347e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646070575383145496e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.647101918729423797e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.647101918729423797e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.651645494607699716e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.654033455647066830e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.654033455647066830e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.655517074772172581e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656828688161985141e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656828688161985141e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656828688161985141e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656899922401708469e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656933141510497753e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656904233680259964e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656904233680259964e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656947079930519484e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656951748043813621e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656215548696479800e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.656215548696479800e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.652961921748712371e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.652961921748712371e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.652961921748712371e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.649293597184815496e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.647608182511207442e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645092930864799241e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645092930864799241e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.642221032789941360e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.640846341900496608e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.640846341900496608e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.640304167896678100e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.639931101647488454e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.639931101647488454e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.640648449970071088e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.640648449970071088e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.640648449970071088e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.641412076671714848e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.644468586515027253e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.644468586515027253e+00
