x_des,y_des,psi_des
2.676932325380645850e+00,-1.659214440030887250e+00,-1.367053775794765391e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.344255881087279558e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.322231331972380186e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.303926350336088946e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.287648273719299796e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.273880087702774722e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.265600590661955183e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.256181837673619350e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.249852647501871639e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.246775984487122235e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.242291183336662774e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.235955042134263993e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.230350645971495016e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.226391817637023651e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.225187392919584006e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.223693412158070926e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.221233983525453315e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.219765974933324726e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.218318476527715521e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.219912763943100442e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.212172379401510458e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.211556594614072502e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.207471307116588122e+00
2.676932325380645850e+00,-1.659214440030887250e+00,-1.202676710356053169e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.285911382209926401e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.310442787090285055e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.332317605040451269e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.356516539775562968e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.369901678242266385e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.394026483860626886e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.415387377792013623e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.435266095288740384e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.456274151737542155e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.475867158158889580e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.487241818693952666e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.496007579646705388e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.502076877522084075e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.511520073232562655e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.515779598528913308e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.520348761148306416e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.525450403441283243e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.527863644537067689e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.530167597989675610e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.529890254355073864e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.528377730099049092e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.526764771157140377e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.525107118018529828e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.520817699634793740e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.520143595190461827e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.517188558013816913e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.515645081785800041e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.508438001955735519e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.504413555027080296e+00
2.473276932270905171e+00,-1.804212649872653840e+00,-2.497867286403379072e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.902847601813051348e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.912148363587620636e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.918382835385338048e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.933608256475607856e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.944175910313330480e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.956080154510221103e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.963479763571521097e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.971122349264008200e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.975632988385883415e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.979403358208671637e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.983693131637183971e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.988740349684860131e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.993012697212596773e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.994130327459983754e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.994506496268061646e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.989443151374705732e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.987564254756670756e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.986253683231547384e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.980073200149108370e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.980368749994140920e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.975881711271608054e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.971974996309184824e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.968741236061291922e+00
2.225811770680913515e+00,-1.839723124372995455e+00,-2.963832534598830559e+00
